Datum von;Datum bis;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
11.06.2024 13:00;11.06.2024 14:00;62.497,25;6.693,50
11.06.2024 14:00;11.06.2024 15:00;60.970,75;5.767,75
11.06.2024 15:00;11.06.2024 16:00;59.565,50;6.613,25
11.06.2024 16:00;11.06.2024 17:00;58.090,25;9.763,50
11.06.2024 17:00;11.06.2024 18:00;58.415,00;16.992,75
11.06.2024 18:00;11.06.2024 19:00;59.227,00;25.898,25
11.06.2024 19:00;11.06.2024 20:00;58.244,00;32.682,75
11.06.2024 20:00;11.06.2024 21:00;55.648,25;35.991,50
11.06.2024 21:00;11.06.2024 22:00;53.363,50;36.498,50
11.06.2024 22:00;11.06.2024 23:00;50.529,25;34.228,00
11.06.2024 23:00;12.06.2024 00:00;47.144,00;31.053,50
12.06.2024 00:00;12.06.2024 01:00;43.059,00;28.349,75
12.06.2024 01:00;12.06.2024 02:00;42.071,25;27.720,25
12.06.2024 02:00;12.06.2024 03:00;41.661,00;27.764,75
12.06.2024 03:00;12.06.2024 04:00;42.022,75;28.710,75
12.06.2024 04:00;12.06.2024 05:00;43.646,00;30.839,50
12.06.2024 05:00;12.06.2024 06:00;46.615,50;33.904,25
12.06.2024 06:00;12.06.2024 07:00;53.276,00;38.449,00
12.06.2024 07:00;12.06.2024 08:00;58.523,25;38.113,50
12.06.2024 08:00;12.06.2024 09:00;61.454,00;32.699,75
12.06.2024 09:00;12.06.2024 10:00;62.634,00;26.185,50
12.06.2024 10:00;12.06.2024 11:00;63.335,00;21.763,75
12.06.2024 11:00;12.06.2024 12:00;64.183,50;19.716,25
12.06.2024 12:00;12.06.2024 13:00;63.888,75;18.032,00
12.06.2024 13:00;12.06.2024 14:00;62.978,00;17.330,75
12.06.2024 14:00;12.06.2024 15:00;61.773,50;17.085,75
12.06.2024 15:00;12.06.2024 16:00;60.837,75;18.735,75
12.06.2024 16:00;12.06.2024 17:00;59.138,00;21.483,00
12.06.2024 17:00;12.06.2024 18:00;59.239,75;27.498,50
12.06.2024 18:00;12.06.2024 19:00;59.578,25;35.636,50
12.06.2024 19:00;12.06.2024 20:00;58.461,25;42.036,25
12.06.2024 20:00;12.06.2024 21:00;55.637,50;44.902,50
12.06.2024 21:00;12.06.2024 22:00;53.188,50;45.305,50
12.06.2024 22:00;12.06.2024 23:00;50.059,25;42.701,00
12.06.2024 23:00;13.06.2024 00:00;46.611,25;39.396,25
13.06.2024 00:00;13.06.2024 01:00;44.617,50;36.951,75
13.06.2024 01:00;13.06.2024 02:00;43.486,75;35.983,25
13.06.2024 02:00;13.06.2024 03:00;43.155,00;35.771,00
13.06.2024 03:00;13.06.2024 04:00;43.380,25;36.045,25
13.06.2024 04:00;13.06.2024 05:00;44.312,50;37.126,25
13.06.2024 05:00;13.06.2024 06:00;46.065,50;38.873,75
13.06.2024 06:00;13.06.2024 07:00;52.880,00;43.657,25
13.06.2024 07:00;13.06.2024 08:00;58.212,00;43.933,00
13.06.2024 08:00;13.06.2024 09:00;60.899,00;38.698,25
13.06.2024 09:00;13.06.2024 10:00;61.636,00;31.332,25
13.06.2024 10:00;13.06.2024 11:00;62.165,50;25.652,25
13.06.2024 11:00;13.06.2024 12:00;63.108,25;23.592,50
13.06.2024 12:00;13.06.2024 13:00;63.084,00;22.379,50
13.06.2024 13:00;13.06.2024 14:00;62.270,75;21.557,50
13.06.2024 14:00;13.06.2024 15:00;60.834,00;21.053,25
13.06.2024 15:00;13.06.2024 16:00;59.839,25;23.211,75
13.06.2024 16:00;13.06.2024 17:00;58.774,25;27.120,75
13.06.2024 17:00;13.06.2024 18:00;58.658,75;33.440,00
13.06.2024 18:00;13.06.2024 19:00;59.144,00;41.853,75
13.06.2024 19:00;13.06.2024 20:00;58.675,00;48.773,75
13.06.2024 20:00;13.06.2024 21:00;56.125,00;51.294,25
13.06.2024 21:00;13.06.2024 22:00;53.652,50;50.414,25
13.06.2024 22:00;13.06.2024 23:00;50.944,50;46.647,75
13.06.2024 23:00;14.06.2024 00:00;47.217,00;41.194,75
14.06.2024 00:00;14.06.2024 01:00;45.329,75;36.179,75
14.06.2024 01:00;14.06.2024 02:00;43.994,25;32.857,25
14.06.2024 02:00;14.06.2024 03:00;43.277,00;30.471,00
14.06.2024 03:00;14.06.2024 04:00;43.075,75;29.126,25
14.06.2024 04:00;14.06.2024 05:00;44.373,00;29.620,00
14.06.2024 05:00;14.06.2024 06:00;46.839,75;31.330,75
14.06.2024 06:00;14.06.2024 07:00;53.077,75;35.727,00
14.06.2024 07:00;14.06.2024 08:00;58.120,00;38.325,75
14.06.2024 08:00;14.06.2024 09:00;61.504,75;39.189,25
14.06.2024 09:00;14.06.2024 10:00;62.589,00;37.253,25
14.06.2024 10:00;14.06.2024 11:00;62.954,75;34.022,25
14.06.2024 11:00;14.06.2024 12:00;63.323,25;30.905,50
14.06.2024 12:00;14.06.2024 13:00;63.084,00;27.108,00
14.06.2024 13:00;14.06.2024 14:00;62.018,50;23.742,25
14.06.2024 14:00;14.06.2024 15:00;60.567,75;21.411,50
14.06.2024 15:00;14.06.2024 16:00;59.697,00;21.995,50
14.06.2024 16:00;14.06.2024 17:00;58.480,25;24.516,50
14.06.2024 17:00;14.06.2024 18:00;58.746,50;30.149,50
14.06.2024 18:00;14.06.2024 19:00;58.864,00;37.012,50
14.06.2024 19:00;14.06.2024 20:00;57.578,00;41.674,00
14.06.2024 20:00;14.06.2024 21:00;54.794,50;42.040,75
14.06.2024 21:00;14.06.2024 22:00;52.071,50;38.393,25
14.06.2024 22:00;14.06.2024 23:00;49.760,75;33.385,25
14.06.2024 23:00;15.06.2024 00:00;46.552,75;28.143,00
15.06.2024 00:00;15.06.2024 01:00;42.723,50;24.463,75
15.06.2024 01:00;15.06.2024 02:00;40.934,25;22.371,25
15.06.2024 02:00;15.06.2024 03:00;39.700,75;20.996,50
15.06.2024 03:00;15.06.2024 04:00;39.298,75;20.217,25
15.06.2024 04:00;15.06.2024 05:00;39.518,00;19.502,50
15.06.2024 05:00;15.06.2024 06:00;39.396,00;17.457,00
15.06.2024 06:00;15.06.2024 07:00;41.092,75;15.080,25
15.06.2024 07:00;15.06.2024 08:00;44.210,25;13.464,00
15.06.2024 08:00;15.06.2024 09:00;47.703,25;11.437,50
15.06.2024 09:00;15.06.2024 10:00;50.251,00;8.478,25
15.06.2024 10:00;15.06.2024 11:00;51.774,50;3.009,00
15.06.2024 11:00;15.06.2024 12:00;52.817,25;-2.159,75
15.06.2024 12:00;15.06.2024 13:00;52.457,50;-6.579,00
15.06.2024 13:00;15.06.2024 14:00;51.445,25;-9.602,50
15.06.2024 14:00;15.06.2024 15:00;50.225,50;-10.633,50
15.06.2024 15:00;15.06.2024 16:00;49.432,75;-7.675,00
15.06.2024 16:00;15.06.2024 17:00;48.691,75;-2.469,00
15.06.2024 17:00;15.06.2024 18:00;49.114,25;5.389,75
15.06.2024 18:00;15.06.2024 19:00;49.481,75;15.677,75
15.06.2024 19:00;15.06.2024 20:00;48.658,00;24.176,75
15.06.2024 20:00;15.06.2024 21:00;47.118,50;29.943,25
15.06.2024 21:00;15.06.2024 22:00;45.290,75;30.762,75
15.06.2024 22:00;15.06.2024 23:00;44.107,00;29.372,50
15.06.2024 23:00;16.06.2024 00:00;41.712,25;26.287,75
16.06.2024 00:00;16.06.2024 01:00;39.646,75;23.339,00
16.06.2024 01:00;16.06.2024 02:00;38.017,75;21.029,50
16.06.2024 02:00;16.06.2024 03:00;37.033,75;19.756,25
16.06.2024 03:00;16.06.2024 04:00;36.208,00;19.112,25
16.06.2024 04:00;16.06.2024 05:00;36.158,75;19.405,00
16.06.2024 05:00;16.06.2024 06:00;35.941,25;19.173,25
16.06.2024 06:00;16.06.2024 07:00;36.899,75;17.854,75
16.06.2024 07:00;16.06.2024 08:00;40.125,75;16.082,25
16.06.2024 08:00;16.06.2024 09:00;43.310,50;13.039,25
16.06.2024 09:00;16.06.2024 10:00;46.631,75;9.144,25
16.06.2024 10:00;16.06.2024 11:00;48.780,75;5.453,00
16.06.2024 11:00;16.06.2024 12:00;50.903,00;3.999,75
16.06.2024 12:00;16.06.2024 13:00;51.415,50;2.986,25
16.06.2024 13:00;16.06.2024 14:00;49.863,00;1.823,75
16.06.2024 14:00;16.06.2024 15:00;48.465,25;2.572,00
16.06.2024 15:00;16.06.2024 16:00;47.644,25;5.698,50
16.06.2024 16:00;16.06.2024 17:00;47.277,00;10.124,75
16.06.2024 17:00;16.06.2024 18:00;48.516,50;17.382,00
16.06.2024 18:00;16.06.2024 19:00;49.099,00;24.660,50
16.06.2024 19:00;16.06.2024 20:00;48.048,50;31.324,00
16.06.2024 20:00;16.06.2024 21:00;46.578,50;35.290,25
16.06.2024 21:00;16.06.2024 22:00;45.167,25;35.820,75
16.06.2024 22:00;16.06.2024 23:00;44.640,50;35.231,25
16.06.2024 23:00;17.06.2024 00:00;42.394,00;32.834,75
17.06.2024 00:00;17.06.2024 01:00;40.798,75;31.467,75
17.06.2024 01:00;17.06.2024 02:00;39.910,75;30.785,00
17.06.2024 02:00;17.06.2024 03:00;39.366,25;30.385,50
17.06.2024 03:00;17.06.2024 04:00;39.743,75;30.981,75
17.06.2024 04:00;17.06.2024 05:00;41.655,50;33.062,75
17.06.2024 05:00;17.06.2024 06:00;44.740,75;35.965,50
17.06.2024 06:00;17.06.2024 07:00;51.911,00;40.911,25
17.06.2024 07:00;17.06.2024 08:00;57.408,50;41.875,25
17.06.2024 08:00;17.06.2024 09:00;60.408,50;38.895,50
17.06.2024 09:00;17.06.2024 10:00;61.662,00;33.432,75
17.06.2024 10:00;17.06.2024 11:00;62.949,00;28.900,75
17.06.2024 11:00;17.06.2024 12:00;64.324,50;26.692,75
17.06.2024 12:00;17.06.2024 13:00;64.408,75;24.912,50
17.06.2024 13:00;17.06.2024 14:00;63.480,75;24.008,25
17.06.2024 14:00;17.06.2024 15:00;62.334,25;25.210,75
17.06.2024 15:00;17.06.2024 16:00;61.382,50;27.662,00
17.06.2024 16:00;17.06.2024 17:00;60.022,50;30.778,75
17.06.2024 17:00;17.06.2024 18:00;59.918,50;36.983,25
17.06.2024 18:00;17.06.2024 19:00;60.045,25;44.403,50
17.06.2024 19:00;17.06.2024 20:00;59.155,75;49.841,75
17.06.2024 20:00;17.06.2024 21:00;52.904,25;48.371,00
17.06.2024 21:00;17.06.2024 22:00;54.106,00;51.459,00
17.06.2024 22:00;17.06.2024 23:00;51.577,00;48.850,75
17.06.2024 23:00;18.06.2024 00:00;48.029,25;45.045,50
18.06.2024 00:00;18.06.2024 01:00;43.537,75;40.388,25
18.06.2024 01:00;18.06.2024 02:00;42.588,25;39.426,00
18.06.2024 02:00;18.06.2024 03:00;42.056,00;39.019,00
18.06.2024 03:00;18.06.2024 04:00;42.289,25;39.463,00
18.06.2024 04:00;18.06.2024 05:00;43.664,50;41.060,75
18.06.2024 05:00;18.06.2024 06:00;46.026,75;43.260,00
18.06.2024 06:00;18.06.2024 07:00;52.799,75;47.165,25
18.06.2024 07:00;18.06.2024 08:00;58.289,25;46.468,25
18.06.2024 08:00;18.06.2024 09:00;61.111,50;41.074,25
18.06.2024 09:00;18.06.2024 10:00;62.361,25;33.798,25
18.06.2024 10:00;18.06.2024 11:00;63.395,25;28.333,25
18.06.2024 11:00;18.06.2024 12:00;64.565,75;26.066,00
18.06.2024 12:00;18.06.2024 13:00;64.626,50;25.154,00
18.06.2024 13:00;18.06.2024 14:00;63.810,25;25.475,75
18.06.2024 14:00;18.06.2024 15:00;62.530,75;27.205,50
18.06.2024 15:00;18.06.2024 16:00;61.660,75;30.387,75
18.06.2024 16:00;18.06.2024 17:00;60.368,25;34.470,50
18.06.2024 17:00;18.06.2024 18:00;59.896,25;40.302,00
18.06.2024 18:00;18.06.2024 19:00;60.084,75;46.581,75
18.06.2024 19:00;18.06.2024 20:00;59.107,50;49.829,00
18.06.2024 20:00;18.06.2024 21:00;52.724,00;45.725,75
18.06.2024 21:00;18.06.2024 22:00;54.088,50;47.372,75
18.06.2024 22:00;18.06.2024 23:00;51.500,25;44.118,75
18.06.2024 23:00;19.06.2024 00:00;47.985,00;40.596,75
19.06.2024 00:00;19.06.2024 01:00;42.884,75;36.744,00
19.06.2024 01:00;19.06.2024 02:00;41.615,25;35.586,00
19.06.2024 02:00;19.06.2024 03:00;41.244,75;35.139,25
19.06.2024 03:00;19.06.2024 04:00;41.497,25;35.121,75
19.06.2024 04:00;19.06.2024 05:00;42.898,25;36.134,00
19.06.2024 05:00;19.06.2024 06:00;46.357,50;39.190,50
19.06.2024 06:00;19.06.2024 07:00;52.862,75;44.086,25
19.06.2024 07:00;19.06.2024 08:00;57.780,00;45.561,75
19.06.2024 08:00;19.06.2024 09:00;61.007,75;43.537,25
19.06.2024 09:00;19.06.2024 10:00;62.482,25;39.447,50
19.06.2024 10:00;19.06.2024 11:00;63.203,25;35.539,25
19.06.2024 11:00;19.06.2024 12:00;64.455,50;33.498,00
19.06.2024 12:00;19.06.2024 13:00;64.634,00;31.079,25
19.06.2024 13:00;19.06.2024 14:00;63.968,25;28.056,25
19.06.2024 14:00;19.06.2024 15:00;62.782,25;25.582,75
19.06.2024 15:00;19.06.2024 16:00;61.710,00;24.784,25
19.06.2024 16:00;19.06.2024 17:00;60.218,00;25.544,50
19.06.2024 17:00;19.06.2024 18:00;60.006,75;29.525,25
19.06.2024 18:00;19.06.2024 19:00;60.047,00;35.943,50
19.06.2024 19:00;19.06.2024 20:00;59.212,75;41.569,50
19.06.2024 20:00;19.06.2024 21:00;52.643,25;40.189,75
19.06.2024 21:00;19.06.2024 22:00;53.930,50;43.809,00
19.06.2024 22:00;19.06.2024 23:00;51.266,50;41.237,25
19.06.2024 23:00;20.06.2024 00:00;47.892,75;38.177,00
20.06.2024 00:00;20.06.2024 01:00;43.273,25;35.754,00
20.06.2024 01:00;20.06.2024 02:00;41.594,75;34.269,50
20.06.2024 02:00;20.06.2024 03:00;40.876,25;33.725,75
20.06.2024 03:00;20.06.2024 04:00;41.412,50;34.634,75
20.06.2024 04:00;20.06.2024 05:00;42.339,00;35.993,25
20.06.2024 05:00;20.06.2024 06:00;44.259,25;37.942,25
20.06.2024 06:00;20.06.2024 07:00;51.411,25;42.685,00
20.06.2024 07:00;20.06.2024 08:00;57.239,50;43.218,00
20.06.2024 08:00;20.06.2024 09:00;59.782,75;38.576,00
20.06.2024 09:00;20.06.2024 10:00;60.595,25;31.822,00
20.06.2024 10:00;20.06.2024 11:00;61.152,25;26.680,75
20.06.2024 11:00;20.06.2024 12:00;61.783,75;24.478,25
20.06.2024 12:00;20.06.2024 13:00;61.821,00;23.618,50
20.06.2024 13:00;20.06.2024 14:00;61.416,50;23.807,00
20.06.2024 14:00;20.06.2024 15:00;60.079,00;25.313,00
20.06.2024 15:00;20.06.2024 16:00;58.982,00;28.641,00
20.06.2024 16:00;20.06.2024 17:00;57.825,00;32.823,25
20.06.2024 17:00;20.06.2024 18:00;57.999,50;39.427,75
20.06.2024 18:00;20.06.2024 19:00;58.122,75;45.232,75
20.06.2024 19:00;20.06.2024 20:00;57.313,25;48.962,00
20.06.2024 20:00;20.06.2024 21:00;54.882,25;49.187,50
20.06.2024 21:00;20.06.2024 22:00;52.069,75;46.828,50
20.06.2024 22:00;20.06.2024 23:00;48.954,00;42.917,50
20.06.2024 23:00;21.06.2024 00:00;45.283,25;38.715,50
21.06.2024 00:00;21.06.2024 01:00;44.637,25;39.419,00
21.06.2024 01:00;21.06.2024 02:00;43.406,00;38.133,50
21.06.2024 02:00;21.06.2024 03:00;42.822,00;37.577,50
21.06.2024 03:00;21.06.2024 04:00;42.857,50;37.711,25
21.06.2024 04:00;21.06.2024 05:00;43.820,50;38.612,50
21.06.2024 05:00;21.06.2024 06:00;45.040,50;39.485,75
21.06.2024 06:00;21.06.2024 07:00;51.630,00;43.927,75
21.06.2024 07:00;21.06.2024 08:00;57.118,50;45.500,00
21.06.2024 08:00;21.06.2024 09:00;60.007,75;43.709,50
21.06.2024 09:00;21.06.2024 10:00;61.485,75;40.436,50
21.06.2024 10:00;21.06.2024 11:00;62.336,50;37.704,00
21.06.2024 11:00;21.06.2024 12:00;63.022,00;36.272,25
21.06.2024 12:00;21.06.2024 13:00;62.906,25;34.788,00
21.06.2024 13:00;21.06.2024 14:00;61.876,50;32.476,00
21.06.2024 14:00;21.06.2024 15:00;60.867,25;31.491,00
21.06.2024 15:00;21.06.2024 16:00;60.087,25;31.762,50
21.06.2024 16:00;21.06.2024 17:00;58.917,75;33.348,50
21.06.2024 17:00;21.06.2024 18:00;58.685,00;36.899,50
21.06.2024 18:00;21.06.2024 19:00;58.356,50;40.583,75
21.06.2024 19:00;21.06.2024 20:00;56.841,75;42.328,75
21.06.2024 20:00;21.06.2024 21:00;54.331,50;41.752,75
21.06.2024 21:00;21.06.2024 22:00;51.731,50;39.458,00
21.06.2024 22:00;21.06.2024 23:00;49.158,25;36.199,25
21.06.2024 23:00;22.06.2024 00:00;45.840,25;32.288,00
22.06.2024 00:00;22.06.2024 01:00;42.735,25;26.783,00
22.06.2024 01:00;22.06.2024 02:00;41.049,25;24.714,50
22.06.2024 02:00;22.06.2024 03:00;39.781,00;23.149,50
22.06.2024 03:00;22.06.2024 04:00;39.296,25;22.628,25
22.06.2024 04:00;22.06.2024 05:00;39.846,50;23.247,00
22.06.2024 05:00;22.06.2024 06:00;40.155,50;23.563,75
22.06.2024 06:00;22.06.2024 07:00;41.875,75;23.637,75
22.06.2024 07:00;22.06.2024 08:00;44.988,75;22.604,75
22.06.2024 08:00;22.06.2024 09:00;48.702,75;19.837,50
22.06.2024 09:00;22.06.2024 10:00;51.856,00;16.173,00
22.06.2024 10:00;22.06.2024 11:00;53.438,25;12.350,75
22.06.2024 11:00;22.06.2024 12:00;54.132,25;9.864,50
22.06.2024 12:00;22.06.2024 13:00;53.498,75;7.497,25
22.06.2024 13:00;22.06.2024 14:00;51.737,75;5.418,75
22.06.2024 14:00;22.06.2024 15:00;50.345,50;5.655,50
22.06.2024 15:00;22.06.2024 16:00;49.711,75;8.550,50
22.06.2024 16:00;22.06.2024 17:00;49.206,75;13.099,75
22.06.2024 17:00;22.06.2024 18:00;49.459,25;19.849,75
22.06.2024 18:00;22.06.2024 19:00;49.748,00;27.331,50
22.06.2024 19:00;22.06.2024 20:00;49.087,00;33.422,25
22.06.2024 20:00;22.06.2024 21:00;46.971,00;36.507,75
22.06.2024 21:00;22.06.2024 22:00;45.029,50;36.867,00
22.06.2024 22:00;22.06.2024 23:00;43.811,00;35.941,25
22.06.2024 23:00;23.06.2024 00:00;41.140,75;33.513,50
23.06.2024 00:00;23.06.2024 01:00;38.306,00;31.054,00
23.06.2024 01:00;23.06.2024 02:00;36.691,25;29.598,25
23.06.2024 02:00;23.06.2024 03:00;35.706,00;28.493,25
23.06.2024 03:00;23.06.2024 04:00;34.963,25;27.701,25
23.06.2024 04:00;23.06.2024 05:00;34.973,00;27.793,50
23.06.2024 05:00;23.06.2024 06:00;34.886,75;27.509,25
23.06.2024 06:00;23.06.2024 07:00;35.910,75;26.548,00
23.06.2024 07:00;23.06.2024 08:00;38.980,00;24.984,00
23.06.2024 08:00;23.06.2024 09:00;41.849,50;20.668,00
23.06.2024 09:00;23.06.2024 10:00;45.008,50;16.461,50
23.06.2024 10:00;23.06.2024 11:00;47.066,00;13.115,75
23.06.2024 11:00;23.06.2024 12:00;48.521,00;11.467,50
23.06.2024 12:00;23.06.2024 13:00;48.238,75;9.641,50
23.06.2024 13:00;23.06.2024 14:00;46.886,25;7.979,50
23.06.2024 14:00;23.06.2024 15:00;45.965,75;7.530,75
23.06.2024 15:00;23.06.2024 16:00;45.622,75;9.229,50
23.06.2024 16:00;23.06.2024 17:00;45.472,00;13.120,75
23.06.2024 17:00;23.06.2024 18:00;46.204,50;19.667,75
23.06.2024 18:00;23.06.2024 19:00;47.370,50;28.405,50
23.06.2024 19:00;23.06.2024 20:00;46.451,25;34.765,00
23.06.2024 20:00;23.06.2024 21:00;45.583,00;39.229,25
23.06.2024 21:00;23.06.2024 22:00;44.342,75;40.155,25
23.06.2024 22:00;23.06.2024 23:00;43.441,50;39.288,25
23.06.2024 23:00;24.06.2024 00:00;40.924,25;36.881,25
24.06.2024 00:00;24.06.2024 01:00;39.824,75;36.584,75
24.06.2024 01:00;24.06.2024 02:00;38.800,50;35.674,75
24.06.2024 02:00;24.06.2024 03:00;38.394,00;35.392,50
24.06.2024 03:00;24.06.2024 04:00;38.861,50;36.013,50
24.06.2024 04:00;24.06.2024 05:00;40.614,75;37.932,25
24.06.2024 05:00;24.06.2024 06:00;43.271,75;40.306,75
24.06.2024 06:00;24.06.2024 07:00;50.672,75;44.783,50
24.06.2024 07:00;24.06.2024 08:00;57.118,75;44.592,00
24.06.2024 08:00;24.06.2024 09:00;60.387,25;38.341,50
24.06.2024 09:00;24.06.2024 10:00;61.106,50;29.702,25
24.06.2024 10:00;24.06.2024 11:00;61.231,50;22.792,00
24.06.2024 11:00;24.06.2024 12:00;61.976,50;19.826,50
24.06.2024 12:00;24.06.2024 13:00;62.235,00;19.048,50
24.06.2024 13:00;24.06.2024 14:00;61.741,00;18.950,50
24.06.2024 14:00;24.06.2024 15:00;60.517,25;19.330,50
24.06.2024 15:00;24.06.2024 16:00;59.887,75;21.909,00
24.06.2024 16:00;24.06.2024 17:00;58.752,75;25.864,00
24.06.2024 17:00;24.06.2024 18:00;59.109,25;33.245,50
24.06.2024 18:00;24.06.2024 19:00;59.364,75;41.584,50
24.06.2024 19:00;24.06.2024 20:00;58.128,25;47.618,25
24.06.2024 20:00;24.06.2024 21:00;55.558,50;49.386,25
24.06.2024 21:00;24.06.2024 22:00;53.159,50;47.733,00
24.06.2024 22:00;24.06.2024 23:00;50.179,75;43.703,00
24.06.2024 23:00;25.06.2024 00:00;46.814,50;39.773,50
25.06.2024 00:00;25.06.2024 01:00;42.649,25;35.694,50
25.06.2024 01:00;25.06.2024 02:00;41.447,50;34.510,25
25.06.2024 02:00;25.06.2024 03:00;40.901,50;34.097,75
25.06.2024 03:00;25.06.2024 04:00;41.222,50;34.796,50
25.06.2024 04:00;25.06.2024 05:00;42.551,00;36.571,50
25.06.2024 05:00;25.06.2024 06:00;44.910,50;38.827,25
25.06.2024 06:00;25.06.2024 07:00;51.807,00;42.918,25
25.06.2024 07:00;25.06.2024 08:00;58.080,25;42.803,25
25.06.2024 08:00;25.06.2024 09:00;60.916,25;36.572,75
25.06.2024 09:00;25.06.2024 10:00;61.608,50;27.776,25
25.06.2024 10:00;25.06.2024 11:00;61.636,75;19.458,75
25.06.2024 11:00;25.06.2024 12:00;62.304,75;14.440,00
25.06.2024 12:00;25.06.2024 13:00;62.483,75;11.996,50
25.06.2024 13:00;25.06.2024 14:00;61.996,75;11.234,00
25.06.2024 14:00;25.06.2024 15:00;60.407,50;11.172,75
25.06.2024 15:00;25.06.2024 16:00;59.592,75;14.150,25
25.06.2024 16:00;25.06.2024 17:00;58.350,00;18.968,50
25.06.2024 17:00;25.06.2024 18:00;58.658,25;27.372,75
25.06.2024 18:00;25.06.2024 19:00;58.936,75;36.282,25
25.06.2024 19:00;25.06.2024 20:00;57.859,25;42.245,00
25.06.2024 20:00;25.06.2024 21:00;55.519,25;43.849,00
25.06.2024 21:00;25.06.2024 22:00;53.235,75;41.976,00
25.06.2024 22:00;25.06.2024 23:00;50.182,50;37.728,25
25.06.2024 23:00;26.06.2024 00:00;46.783,50;34.271,25
26.06.2024 00:00;26.06.2024 01:00;42.120,00;30.397,00
26.06.2024 01:00;26.06.2024 02:00;40.736,00;30.284,50
26.06.2024 02:00;26.06.2024 03:00;40.309,00;30.924,50
26.06.2024 03:00;26.06.2024 04:00;40.731,00;32.278,75
26.06.2024 04:00;26.06.2024 05:00;42.087,00;34.171,25
26.06.2024 05:00;26.06.2024 06:00;45.214,75;37.201,25
26.06.2024 06:00;26.06.2024 07:00;52.065,50;41.688,75
26.06.2024 07:00;26.06.2024 08:00;58.153,75;42.804,00
26.06.2024 08:00;26.06.2024 09:00;61.157,75;38.562,00
26.06.2024 09:00;26.06.2024 10:00;61.946,25;30.459,00
26.06.2024 10:00;26.06.2024 11:00;61.930,75;22.221,00
26.06.2024 11:00;26.06.2024 12:00;62.477,75;17.517,75
26.06.2024 12:00;26.06.2024 13:00;62.614,50;15.753,50
26.06.2024 13:00;26.06.2024 14:00;62.119,00;16.120,75
26.06.2024 14:00;26.06.2024 15:00;60.548,00;17.739,75
26.06.2024 15:00;26.06.2024 16:00;59.830,25;21.612,50
26.06.2024 16:00;26.06.2024 17:00;58.627,00;26.339,75
26.06.2024 17:00;26.06.2024 18:00;58.629,00;33.104,50
26.06.2024 18:00;26.06.2024 19:00;58.772,50;39.971,25
26.06.2024 19:00;26.06.2024 20:00;57.625,75;43.910,00
26.06.2024 20:00;26.06.2024 21:00;55.311,50;44.556,50
26.06.2024 21:00;26.06.2024 22:00;53.084,75;42.809,25
26.06.2024 22:00;26.06.2024 23:00;50.005,75;38.807,00
26.06.2024 23:00;27.06.2024 00:00;46.626,75;35.384,50
27.06.2024 00:00;27.06.2024 01:00;44.169,25;34.569,50
27.06.2024 01:00;27.06.2024 02:00;42.635,75;33.715,00
27.06.2024 02:00;27.06.2024 03:00;41.899,75;33.849,25
27.06.2024 03:00;27.06.2024 04:00;42.161,50;35.079,25
27.06.2024 04:00;27.06.2024 05:00;43.145,75;36.868,25
27.06.2024 05:00;27.06.2024 06:00;44.784,25;38.710,75
27.06.2024 06:00;27.06.2024 07:00;51.336,25;43.149,50
27.06.2024 07:00;27.06.2024 08:00;57.079,50;44.218,25
27.06.2024 08:00;27.06.2024 09:00;59.794,75;40.366,75
27.06.2024 09:00;27.06.2024 10:00;60.891,75;33.817,25
27.06.2024 10:00;27.06.2024 11:00;61.631,75;28.198,75
27.06.2024 11:00;27.06.2024 12:00;62.400,25;25.051,25
27.06.2024 12:00;27.06.2024 13:00;62.817,25;23.438,50
27.06.2024 13:00;27.06.2024 14:00;62.040,50;22.285,25
27.06.2024 14:00;27.06.2024 15:00;60.744,00;22.190,75
27.06.2024 15:00;27.06.2024 16:00;59.762,00;23.600,50
27.06.2024 16:00;27.06.2024 17:00;57.979,50;25.561,00
27.06.2024 17:00;27.06.2024 18:00;57.305,25;30.627,25
27.06.2024 18:00;27.06.2024 19:00;57.158,00;38.088,50
27.06.2024 19:00;27.06.2024 20:00;56.775,25;44.669,75
27.06.2024 20:00;27.06.2024 21:00;55.170,00;48.278,00
27.06.2024 21:00;27.06.2024 22:00;52.728,25;48.353,50
27.06.2024 22:00;27.06.2024 23:00;50.348,50;46.031,75
27.06.2024 23:00;28.06.2024 00:00;47.079,25;42.329,75
28.06.2024 00:00;28.06.2024 01:00;44.533,25;38.280,00
28.06.2024 01:00;28.06.2024 02:00;42.961,75;35.904,25
28.06.2024 02:00;28.06.2024 03:00;42.258,75;34.328,25
28.06.2024 03:00;28.06.2024 04:00;42.430,50;33.874,50
28.06.2024 04:00;28.06.2024 05:00;43.483,75;34.510,50
28.06.2024 05:00;28.06.2024 06:00;44.746,25;35.049,00
28.06.2024 06:00;28.06.2024 07:00;51.371,75;38.604,25
28.06.2024 07:00;28.06.2024 08:00;56.792,00;38.186,50
28.06.2024 08:00;28.06.2024 09:00;59.450,75;32.133,25
28.06.2024 09:00;28.06.2024 10:00;60.581,00;23.140,75
28.06.2024 10:00;28.06.2024 11:00;61.583,25;15.843,25
28.06.2024 11:00;28.06.2024 12:00;62.262,25;10.370,25
28.06.2024 12:00;28.06.2024 13:00;61.733,75;5.867,00
28.06.2024 13:00;28.06.2024 14:00;60.806,75;2.669,50
